"client_id","card_brand","card_type","current_age","retirement_age","remaining_working_period","birth_year","birth_month","gender","address","per_capita_income","credit_score"
992,Mastercard,Credit,46,70,24,1973,April,Male,"574 Norfolk Street",26918,700
993,Visa,Credit,47,64,17,1972,August,Female,"5647 Burns Boulevard",21966,638
994,Visa,Debit,85,67,-18,1934,October,Female,"577 12th Lane",13006,771
995,Visa,Debit,40,64,24,1979,May,Female,"1752 Martin Luther King Avenue",49868,592
996,Mastercard,Credit,63,67,4,1956,November,Female,"2302 Catherine Lane",19712,738
997,Visa,Credit,57,67,10,1963,February,Female,"339 Little Creek Lane",26957,675
998,Mastercard,Credit,18,67,49,2001,November,Male,"62 East Boulevard",13739,703
999,Visa,Debit,19,62,43,2000,October,Female,"2481 Hillside Street",23691,703
1000,Mastercard,Debit,20,73,53,1999,August,Female,"6030 Third Lane",26693,687
1001,Mastercard,Debit,20,62,42,1999,October,Male,"6223 Maple Lane",17795,716
1002,Mastercard,Debit,31,67,36,1988,April,Male,"8446 Catherine Drive",19023,716
1003,Discover,Credit,51,62,11,1968,November,Male,"2003 Ninth Avenue",39495,632
1004,Visa,Debit,59,66,7,1960,May,Male,"868 Maple Drive",16847,705
1005,Mastercard,Debit,21,67,46,1998,November,Male,"78596 Birch Drive",19364,685
1006,Mastercard,Debit,37,68,31,1982,April,Male,"7559 Forest Boulevard",21851,761
1007,Mastercard,Credit,66,60,-6,1954,February,Male,"259 Valley Boulevard",25336,618
1008,Visa,Debit,52,69,17,1968,February,Female,"38688 First Avenue",22296,657
1009,Mastercard,Credit,41,65,24,1979,January,Female,"9059 Eighth Avenue",14093,702
1010,Mastercard,Debit,40,64,24,1979,December,Female,"5899 Mill Street",16843,548
1011,Mastercard,Debit,27,66,39,1992,August,Female,"2058 Spruce Street",15724,676
1012,Visa,Debit,35,66,31,1984,June,Female,"9006 Ocean Boulevard",16114,693
1013,Amex,Credit,25,69,44,1995,January,Female,"834 Elm Avenue",23550,711
1014,Visa,Debit,54,70,16,1965,September,Female,"393 Mountain View Lane",96516,729
1015,Mastercard,Debit,33,67,34,1986,April,Female,"9761 East Street",47453,838
1016,Visa,Credit,41,53,12,1978,August,Female,"165 Fourth Street",0,719
1017,Mastercard,Debit,24,69,45,1995,July,Male,"7043 Ocean Avenue",14076,560
1018,Amex,Credit,90,71,-19,1929,October,Female,"350 Main Boulevard",17142,755
1019,Mastercard,Debit,81,57,-24,1939,January,Female,"482 Grant Street",15775,713
1020,Amex,Credit,29,66,37,1991,January,Female,"331 Essex Drive",26545,796
1021,Visa,Debit,21,67,46,1998,November,Female,"218 East Street",31699,751
1022,Discover,Credit,47,64,17,1972,December,Female,"27 Summit Street",17595,635
1023,Mastercard,Credit,49,69,20,1970,October,Female,"990 Burns Boulevard",23879,679
1024,Mastercard,Debit,66,67,1,1953,April,Male,"554 Grant Boulevard",32162,739
1025,Mastercard,Credit,19,62,43,2000,October,Male,"122 11th Drive",16393,664
1026,Visa,Credit,84,70,-14,1935,May,Male,"2116 Second Drive",13194,714
1027,Mastercard,Debit,53,68,15,1966,May,Male,"809 Mountain View Boulevard",30232,693
1028,Mastercard,Debit (Prepaid),50,66,16,1970,January,Male,"1012 Hill Drive",39789,682
1029,Mastercard,Debit,66,72,6,1953,March,Male,"9218 Martin Luther King Avenue",17944,676
1030,Visa,Debit,44,71,27,1975,October,Male,"168 Mill Drive",22050,705
1031,Mastercard,Credit,61,68,7,1959,January,Male,"6762 Second Street",26369,689
1032,Mastercard,Debit (Prepaid),62,60,-2,1957,June,Female,"171 Catherine Lane",17301,673
1033,Mastercard,Debit,18,58,40,2002,February,Female,"352 George Street",16598,684
1034,Mastercard,Debit,58,66,8,1961,July,Female,"427 Essex Lane",27254,698
1035,Visa,Debit,22,71,49,1997,June,Male,"3132 Lake Avenue",24781,701
1036,Visa,Debit,19,68,49,2000,May,Male,"5966 Hill Boulevard",24817,722
1037,Mastercard,Debit,38,67,29,1981,September,Male,"889 Forest Lane",24992,653
1038,Amex,Credit,33,65,32,1986,August,Female,"19 Valley Stream Drive",18025,810
1039,Visa,Debit,68,64,-4,1951,March,Male,"29 Federal Boulevard",12349,536
1040,Mastercard,Debit,28,67,39,1991,October,Female,"207 Washington Lane",39269,689
1041,Visa,Debit,48,62,14,1971,September,Female,"6144 Summit Street",15950,639
1042,Mastercard,Debit (Prepaid),22,67,45,1997,October,Female,"6179 Eighth Boulevard",22485,766
1043,Visa,Credit,21,61,40,1998,September,Female,"95 Burns Drive",47637,660
1044,Mastercard,Debit,30,60,30,1989,June,Male,"978 Wessex Avenue",22388,693
1045,Mastercard,Debit (Prepaid),27,66,39,1992,July,Male,"5222 Valley Stream Avenue",16568,757
1046,Mastercard,Credit,44,66,22,1975,June,Male,"9414 Summit Boulevard",18007,547
1047,Mastercard,Debit,26,67,41,1994,February,Male,"225 Ocean View Avenue",26269,689
1048,Visa,Credit,59,63,4,1960,December,Female,"265 Ocean Drive",26422,779
1049,Visa,Debit,66,67,1,1953,November,Female,"289 Ocean View Avenue",17893,850
1050,Mastercard,Debit,43,65,22,1976,March,Female,"41332 Lincoln Avenue",17625,670
1051,Mastercard,Debit,32,71,39,1987,November,Female,"13 Norfolk Avenue",24424,694
1052,Mastercard,Debit,61,61,0,1958,December,Male,"363 Third Drive",25849,655
1053,Mastercard,Credit,59,66,7,1960,May,Male,"756 El Camino Avenue",27255,636
1054,Mastercard,Debit,50,69,19,1970,February,Male,"9190 Sussex Lane",22599,639
1055,Mastercard,Debit,37,69,32,1982,April,Male,"3472 11th Avenue",15137,594
1056,Mastercard,Debit,24,65,41,1995,March,Female,"215 Elm Lane",25524,703
1057,Mastercard,Debit,39,71,32,1980,July,Female,"135 Littlewood Avenue",22050,787
1058,Visa,Debit,61,67,6,1958,March,Male,"5363 Tenth Lane",17261,684
1059,Visa,Credit,50,64,14,1969,April,Male,"9762 Pine Street",22345,644
1060,Visa,Credit,76,68,-8,1944,February,Male,"359 Valley Street",17909,785
1061,Mastercard,Debit,25,67,42,1994,December,Male,"8931 Norfolk Drive",19844,739
1062,Visa,Debit,58,65,7,1961,June,Male,"55 Fourth Drive",17302,708
1063,Visa,Credit,64,66,2,1956,February,Male,"690 Jefferson Lane",18590,716
1064,Mastercard,Debit (Prepaid),50,65,15,1969,December,Female,"477 Madison Lane",23752,654
1065,Mastercard,Debit,41,69,28,1978,August,Female,"6157 Washington Drive",27622,792
1066,Mastercard,Debit,46,65,19,1973,June,Female,"9846 Second Lane",26545,727
1067,Discover,Credit,76,63,-13,1943,December,Male,"343 Lafayette Drive",24531,719
1068,Mastercard,Debit,21,67,46,1998,November,Male,"3900 Rose Street",15864,730
1069,Visa,Debit,54,69,15,1965,September,Male,"3683 Fifth Street",22487,615
1070,Mastercard,Debit,61,65,4,1958,November,Male,"841 Wessex Boulevard",25275,745
1071,Visa,Debit,26,69,43,1993,March,Male,"4693 Essex Street",18816,838
1072,Mastercard,Debit,48,62,14,1972,January,Female,"940 First Drive",19627,648
1073,Visa,Debit,43,70,27,1976,May,Female,"967 First Avenue",17294,770
1074,Visa,Debit,62,65,3,1957,June,Female,"1305 Spruce Boulevard",16097,826
1075,Mastercard,Debit,36,67,31,1983,December,Female,"5695 Fifth Street",25258,672
1076,Mastercard,Debit,61,66,5,1958,August,Female,"3987 11th Drive",18316,779
1077,Mastercard,Debit,57,54,-3,1962,December,Female,"886 Plum Boulevard",17899,576
1078,Mastercard,Debit,56,65,9,1963,December,Female,"291 Seventh Drive",28237,589
1079,Mastercard,Debit,65,60,-5,1954,November,Female,"422 Madison Lane",48994,831
1080,Mastercard,Debit,56,63,7,1963,November,Female,"4581 Eighth Boulevard",14425,703
1081,Amex,Credit,31,60,29,1988,September,Female,"9633 Mill Lane",24849,617
1082,Visa,Debit,34,67,33,1985,October,Female,"316 Valley Stream Avenue",16643,622
1083,Visa,Credit,44,65,21,1975,March,Female,"45682 Washington Lane",18916,756
1084,Mastercard,Debit,36,66,30,1984,January,Male,"152 West Drive",31518,775
1085,Mastercard,Debit,27,66,39,1992,June,Female,"563 Jefferson Boulevard",36390,838
1086,Visa,Debit,57,64,7,1962,December,Female,"442 Burns Boulevard",37407,698
1087,Mastercard,Debit,40,65,25,1979,December,Female,"613 George Boulevard",15202,722
1088,Mastercard,Credit,49,65,16,1970,November,Female,"8893 Littlewood Lane",17158,765
1089,Visa,Debit,31,75,44,1988,September,Female,"2725 Jefferson Drive",25258,729
1090,Mastercard,Debit,59,66,7,1960,October,Female,"102 Burns Boulevard",21005,850
1091,Amex,Credit,32,66,34,1987,May,Female,"52292 East Street",26431,656
1092,Mastercard,Debit,54,62,8,1965,May,Male,"703 12th Street",23450,720
1093,Visa,Credit,18,70,52,2002,February,Male,"76 Grant Lane",23316,667
1094,Visa,Debit,34,62,28,1985,October,Male,"74786 Jefferson Drive",20325,712
1095,Visa,Debit,72,66,-6,1948,February,Male,"493 South Street",19329,750
1096,Mastercard,Credit,59,67,8,1960,October,Male,"1089 Norfolk Avenue",20294,681
1097,Mastercard,Debit,39,68,29,1980,October,Male,"952 Mountain View Boulevard",15863,732
1098,Visa,Debit,50,71,21,1969,March,Male,"772 Fifth Boulevard",16901,752
1099,Mastercard,Credit,22,65,43,1997,April,Male,"4932 South Boulevard",20214,763
1100,Mastercard,Debit,61,73,12,1958,July,Male,"9888 Washington Boulevard",29337,573
1101,Visa,Debit,25,70,45,1994,December,Female,"142 Rose Drive",14155,751
1102,Amex,Credit,49,65,16,1970,July,Female,"836 Bayview Avenue",46461,707
1103,Mastercard,Debit,45,70,25,1974,May,Female,"31 Jefferson Boulevard",12618,746
1104,Visa,Debit,91,66,-25,1928,March,Male,"120 Lafayette Boulevard",18266,850
1105,Mastercard,Debit,77,60,-17,1942,June,Male,"766 Mountain View Drive",14275,670
1106,Mastercard,Debit,62,62,0,1958,February,Female,"1563 Summit Boulevard",16842,699
1107,Mastercard,Debit,71,69,-2,1949,January,Female,"836 Summit Boulevard",18323,698
1108,Mastercard,Credit,19,67,48,2000,March,Male,"32 First Lane",40216,685
1109,Mastercard,Debit,24,65,41,1995,November,Male,"8245 El Camino Lane",21518,639
1110,Mastercard,Debit,21,60,39,1998,November,Female,"472 Ocean View Street",32325,673
1111,Mastercard,Credit,20,65,45,1999,March,Female,"7132 Rose Avenue",17120,742
1112,Mastercard,Credit,34,66,32,1985,November,Female,"5411 Madison Avenue",14665,760
1113,Visa,Credit,19,69,50,2000,May,Female,"700 Madison Lane",14200,738
1114,Visa,Credit,44,66,22,1976,January,Male,"9900 Ninth Avenue",18204,685
1115,Mastercard,Credit,53,73,20,1966,September,Male,"94 Jefferson Drive",14811,693
1116,Mastercard,Debit,81,66,-15,1938,July,Female,"11 Spruce Avenue",26273,755
1117,Visa,Debit,49,68,19,1970,April,Female,"2350 Bayview Street",13582,687
1118,Visa,Debit,25,70,45,1994,August,Female,"166 Littlewood Lane",40761,714
1119,Visa,Debit,23,63,40,1996,November,Female,"994 Second Lane",23340,763
1120,Discover,Credit,44,69,25,1975,May,Female,"4868 Lake Lane",26966,737
1121,Visa,Debit,44,68,24,1975,June,Female,"8476 Lincoln Street",41380,796
1122,Visa,Debit,33,66,33,1986,November,Female,"776 Bayview Avenue",34188,785
1123,Mastercard,Credit,44,66,22,1975,July,Male,"6882 Forest Drive",13683,710
1124,Mastercard,Debit,45,66,21,1974,March,Male,"8385 Mill Boulevard",11644,841
1125,Amex,Credit,25,71,46,1994,August,Male,"99791 12th Boulevard",31839,689
1126,Visa,Debit,18,64,46,2002,January,Male,"3578 Pine Lane",20570,710
1127,Mastercard,Debit,59,70,11,1960,August,Male,"60396 Elm Street",17455,720
1128,Mastercard,Debit,47,68,21,1972,July,Male,"208 Park Avenue",16976,680
1129,Mastercard,Debit,49,65,16,1970,April,Male,"2379 Forest Lane",16894,686
1130,Mastercard,Debit,50,65,15,1970,January,Female,"801 Mountain View Street",21756,680
1131,Mastercard,Debit,76,69,-7,1943,April,Male,"2609 Plum Drive",28490,683
1132,Mastercard,Credit,18,69,51,2002,February,Female,"2668 Lafayette Avenue",20392,694
1133,Amex,Credit,30,66,36,1989,October,Female,"781 Federal Street",22855,684
1134,Amex,Credit,18,59,41,2002,February,Female,"7 11th Drive",12677,568
1135,Amex,Credit,89,69,-20,1931,January,Female,"796 West Lane",31496,704
1136,Amex,Credit,23,65,42,1996,December,Male,"1430 Elm Avenue",33727,723
1137,Mastercard,Credit,52,67,15,1967,October,Male,"8824 Hillside Avenue",16410,669
1138,Mastercard,Debit (Prepaid),51,64,13,1968,March,Female,"5334 11th Avenue",20542,768
1139,Mastercard,Debit,24,68,44,1995,April,Female,"418 Elm Street",15433,645
1140,Mastercard,Debit,44,65,21,1975,July,Male,"591 South Avenue",27149,703
1141,Mastercard,Debit,66,57,-9,1953,October,Male,"35 Essex Drive",15838,777
1142,Mastercard,Debit,52,62,10,1967,March,Male,"544 Main Drive",38878,716
1143,Mastercard,Debit,20,61,41,2000,February,Female,"72 Lexington Avenue",30587,606
1144,Mastercard,Debit,57,66,9,1962,December,Female,"545 Eighth Avenue",14959,773
1145,Mastercard,Debit,43,65,22,1977,January,Female,"7512 South Boulevard",36825,747
1146,Mastercard,Debit,22,69,47,1997,March,Female,"398 Park Boulevard",18395,714
1147,Mastercard,Debit,80,69,-11,1939,March,Male,"614 Spruce Avenue",46827,704
1148,Visa,Debit,54,70,16,1965,April,Male,"377 Lake Lane",18007,687
1149,Amex,Credit,25,74,49,1994,December,Male,"972 Spruce Avenue",29740,661
1150,Mastercard,Credit,46,67,21,1973,April,Male,"5692 Jefferson Boulevard",30913,791
1151,Mastercard,Debit,53,65,12,1966,December,Male,"353 South Boulevard",0,788
1152,Discover,Credit,43,65,22,1977,February,Male,"8061 Spruce Drive",17428,747
1153,Mastercard,Debit (Prepaid),63,62,-1,1956,April,Male,"690 Catherine Street",24849,774
1154,Mastercard,Debit,73,71,-2,1947,January,Male,"80773 Essex Avenue",27546,788
1155,Mastercard,Debit,83,65,-18,1936,August,Female,"387 Third Boulevard",15462,689
1156,Visa,Debit,56,69,13,1963,June,Female,"9603 South Lane",137428,752
1157,Visa,Debit (Prepaid),33,58,25,1986,December,Female,"1884 Lake Avenue",28213,812
1158,Discover,Credit,62,66,4,1957,April,Male,"1569 George Boulevard",16239,716
1159,Mastercard,Debit,20,69,49,1999,November,Male,"5590 Bayview Avenue",20377,732
1160,Mastercard,Debit,27,65,38,1992,April,Male,"238 Eighth Avenue",16965,688
1161,Mastercard,Credit,23,66,43,1996,December,Male,"306 First Drive",24155,823
1162,Visa,Debit,22,69,47,1997,December,Female,"8974 West Lane",19076,705
1163,Mastercard,Debit (Prepaid),45,61,16,1975,January,Male,"2270 Sixth Lane",32943,489
1164,Mastercard,Debit,43,70,27,1976,September,Male,"9620 Valley Stream Drive",53797,675
1165,Mastercard,Debit,55,73,18,1964,November,Female,"446 Birch Drive",13522,797
1166,Visa,Debit,44,66,22,1975,May,Female,"8659 El Camino Street",19569,682
1167,Visa,Credit,42,65,23,1978,January,Female,"606 Spruce Boulevard",24089,769
1168,Mastercard,Debit,51,68,17,1968,October,Male,"207 Ocean View Street",53790,505
1169,Mastercard,Credit,51,68,17,1968,November,Female,"375 Hillside Drive",30358,726
1170,Visa,Credit,40,63,23,1980,February,Female,"5191 Grant Drive",20041,694
1171,Mastercard,Debit (Prepaid),90,67,-23,1929,December,Male,"73 Summit Street",26370,781
1172,Mastercard,Credit,50,64,14,1970,February,Male,"5154 Sixth Avenue",14709,769
1173,Amex,Credit,71,67,-4,1948,March,Male,"3095 Hill Boulevard",25502,722
1174,Mastercard,Debit,25,65,40,1994,November,Male,"944 Lexington Boulevard",20273,772
1175,Mastercard,Debit,93,69,-24,1926,September,Male,"748 Martin Luther King Street",12475,770
1176,Mastercard,Debit,39,64,25,1980,October,Male,"2411 Hillside Lane",28126,527
1177,Visa,Credit,36,66,30,1983,March,Female,"1644 Park Avenue",31719,695
1178,Mastercard,Debit,59,68,9,1960,November,Female,"2475 Little Creek Boulevard",25872,693
1179,Mastercard,Debit,50,71,21,1969,July,Female,"312 Burns Boulevard",24312,752
1180,Discover,Credit,28,69,41,1991,September,Male,"18 Lake Avenue",17624,595
1181,Visa,Credit,61,66,5,1958,April,Male,"747 Rose Drive",25299,810
1182,Mastercard,Debit,30,65,35,1989,April,Male,"7350 Fourth Lane",18712,658
1183,Visa,Credit,53,66,13,1966,May,Male,"852 Tenth Boulevard",16097,740
1184,Mastercard,Debit,70,74,4,1950,January,Male,"20382 Park Drive",33727,798
1185,Mastercard,Debit,29,66,37,1990,November,Female,"5493 Catherine Drive",33093,780
1186,Visa,Debit,46,65,19,1973,October,Male,"12067 Federal Boulevard",17603,577
1187,Visa,Debit,55,67,12,1964,September,Male,"203 Valley Lane",23216,701
1188,Mastercard,Debit (Prepaid),24,61,37,1995,August,Female,"66992 Second Street",31374,626
1189,Mastercard,Credit,63,68,5,1956,November,Female,"412 Spruce Boulevard",15490,693
1190,Mastercard,Debit,49,65,16,1970,August,Female,"4480 Essex Drive",21769,707
1191,Visa,Debit,25,69,44,1994,December,Female,"299 Oak Boulevard",18098,711
1192,Mastercard,Debit,44,68,24,1976,February,Female,"1450 Rose Drive",19630,768
1193,Visa,Debit,90,75,-15,1929,November,Female,"6245 River Lane",27934,717
1194,Mastercard,Debit,49,70,21,1970,March,Male,"2248 Third Avenue",18658,782
1195,Visa,Debit,75,68,-7,1944,July,Male,"1222 First Drive",23553,801
1196,Amex,Credit,60,61,1,1959,June,Female,"498 Elm Lane",17113,820
1197,Visa,Debit,28,64,36,1992,January,Female,"146 Lafayette Drive",27308,722
1198,Visa,Debit,82,67,-15,1937,June,Male,"79 South Boulevard",15092,820
1199,Visa,Credit,29,68,39,1990,June,Male,"704 Eighth Avenue",19161,720
1200,Visa,Credit,64,64,0,1956,February,Male,"106 Littlewood Drive",15401,685
1201,Visa,Debit,60,66,6,1959,November,Male,"175 Valley Drive",56632,715
1202,Mastercard,Debit,63,65,2,1956,October,Female,"881 Ocean View Street",0,691
1203,Mastercard,Debit (Prepaid),36,62,26,1984,February,Male,"5867 East Street",20371,582
1204,Visa,Debit,42,67,25,1977,June,Male,"583 El Camino Boulevard",34059,743
1205,Visa,Credit,22,69,47,1997,August,Male,"152 Sixth Avenue",27948,680
1206,Visa,Debit,34,65,31,1985,September,Female,"862 11th Drive",42685,727
1207,Mastercard,Credit,41,65,24,1978,October,Male,"8425 East Lane",27646,664
1208,Mastercard,Debit,38,72,34,1981,September,Male,"9541 Ocean View Drive",16375,526
1209,Mastercard,Debit,45,67,22,1974,June,Female,"95 12th Drive",31299,699
1210,Mastercard,Debit,32,65,33,1987,November,Male,"6415 Sussex Lane",16935,703
1211,Visa,Debit,66,68,2,1953,March,Female,"644 South Drive",18759,746
1212,Mastercard,Debit,33,58,25,1987,February,Male,"3904 Martin Luther King Drive",19605,810
1213,Mastercard,Debit (Prepaid),34,69,35,1985,November,Male,"860 George Avenue",21373,795
1214,Mastercard,Debit,40,64,24,1979,November,Male,"83302 Valley Stream Lane",35544,711
1215,Visa,Debit,53,68,15,1967,February,Female,"9458 Park Boulevard",20673,751
1216,Visa,Debit,26,61,35,1993,November,Female,"9129 Lexington Lane",19666,601
1217,Mastercard,Debit,59,66,7,1960,December,Female,"584 Bayview Street",22070,785
1218,Mastercard,Debit,20,71,51,1999,June,Male,"982 Plum Boulevard",13632,754
1219,Mastercard,Debit,28,72,44,1991,June,Female,"9977 Oak Avenue",28497,688
1220,Visa,Debit,22,62,40,1997,April,Female,"655 Mountain View Lane",17093,641
1221,Mastercard,Debit,64,69,5,1955,November,Female,"6606 Jefferson Avenue",15079,850
1222,Visa,Debit,42,66,24,1977,December,Female,"1957 Park Lane",14094,600
1223,Visa,Debit,53,67,14,1966,June,Male,"822 Ocean Street",92938,717
1224,Mastercard,Debit,42,66,24,1977,September,Male,"763 Lexington Avenue",26224,751
1225,Visa,Credit,54,70,16,1965,November,Male,"6831 Valley Boulevard",30819,850
1226,Visa,Debit (Prepaid),42,67,25,1978,February,Male,"376 Fourth Drive",18080,714
1227,Mastercard,Debit (Prepaid),65,67,2,1954,November,Female,"727 Eighth Lane",33031,804
1228,Mastercard,Debit,54,61,7,1965,July,Male,"456 Sixth Boulevard",23287,726
1229,Mastercard,Debit (Prepaid),50,66,16,1970,February,Male,"421 Essex Street",24206,713
1230,Mastercard,Debit (Prepaid),18,50,32,2002,January,Male,"66 Birch Lane",14305,754
1231,Mastercard,Debit,26,52,26,1994,January,Female,"613 Little Creek Lane",10819,842
1232,Visa,Debit,18,69,51,2002,January,Male,"5504 Spruce Drive",22958,747
1233,Mastercard,Debit,35,67,32,1984,May,Male,"315 Little Creek Lane",18560,697
1234,Visa,Debit (Prepaid),44,64,20,1975,October,Male,"7815 Hillside Avenue",30499,749
1235,Amex,Credit,18,65,47,2002,February,Male,"283 Rose Lane",30564,813
1236,Mastercard,Debit,72,65,-7,1947,September,Female,"521 Main Lane",14645,730
1237,Visa,Debit,46,66,20,1973,September,Female,"3276 Maple Street",15770,717
1238,Visa,Credit,31,72,41,1988,July,Female,"95410 Pine Boulevard",47408,721
1239,Mastercard,Credit,34,65,31,1985,November,Female,"5449 Lexington Drive",18679,811
1240,Visa,Credit,56,67,11,1963,May,Female,"899 Maple Street",15603,693
1241,Discover,Credit,40,69,29,1979,March,Female,"159 Plum Avenue",24227,814
1242,Mastercard,Credit,52,69,17,1967,October,Female,"549 Tenth Avenue",14963,641
1243,Mastercard,Credit,31,72,41,1989,January,Female,"9316 Hillside Lane",17110,705
1244,Mastercard,Debit,43,69,26,1976,May,Female,"580 Fifth Boulevard",16073,637
1245,Mastercard,Debit,54,58,4,1965,September,Female,"780 Ocean Avenue",21040,802
1246,Visa,Credit,49,67,18,1970,May,Female,"7499 Lake Boulevard",15207,713
1247,Mastercard,Debit,69,71,2,1950,September,Female,"6466 Ninth Drive",21654,700
1248,Visa,Debit,51,71,20,1968,July,Female,"32299 Federal Street",21278,698
1249,Visa,Credit,18,65,47,2002,January,Female,"24 Lafayette Street",19681,721
1250,Mastercard,Debit,85,67,-18,1935,January,Female,"872 Lake Avenue",15262,746
1251,Mastercard,Debit,29,67,38,1990,October,Female,"645 Tenth Boulevard",20673,750
1252,Mastercard,Debit,23,70,47,1996,July,Female,"473 El Camino Street",25900,658
1253,Visa,Credit,32,64,32,1987,October,Female,"1782 South Boulevard",28814,768
1254,Mastercard,Debit (Prepaid),61,65,4,1959,February,Female,"576 Jefferson Boulevard",16978,747
1255,Mastercard,Debit,24,67,43,1995,September,Male,"9614 Ocean View Drive",15209,681
1256,Mastercard,Debit,37,68,31,1982,September,Male,"1723 North Lane",27589,728
1257,Mastercard,Debit,55,67,12,1964,July,Male,"287 Pine Lane",23668,721
1258,Mastercard,Debit,79,65,-14,1940,May,Female,"265 Little Creek Street",19851,789
1259,Mastercard,Debit,64,69,5,1955,July,Female,"729 Littlewood Avenue",94302,700
1260,Mastercard,Credit,28,65,37,1991,December,Male,"1963 Summit Lane",20995,712
1261,Visa,Debit,58,70,12,1961,July,Male,"610 Oak Street",33737,527
1262,Mastercard,Debit,56,68,12,1963,November,Female,"5814 Ocean Street",13723,717
1263,Mastercard,Debit,56,70,14,1963,August,Female,"212 Mountain View Lane",17977,600
1264,Mastercard,Debit,32,65,33,1987,August,Female,"635 East Drive",15077,815
1265,Mastercard,Debit,18,67,49,2002,February,Female,"72 El Camino Boulevard",24400,748
1266,Mastercard,Debit,35,54,19,1984,September,Female,"239 South Drive",22590,618
1267,Visa,Debit,81,65,-16,1938,October,Female,"9574 Ocean Drive",28248,630
1268,Visa,Credit,47,63,16,1972,September,Male,"857 Catherine Avenue",14516,513
1269,Mastercard,Debit,56,56,0,1963,October,Male,"336 Rose Avenue",25365,676
1270,Amex,Credit,31,67,36,1988,April,Female,"8862 Ninth Avenue",35861,685
1271,Mastercard,Debit (Prepaid),34,66,32,1985,October,Male,"539 Maple Drive",23738,642
1272,Mastercard,Debit,27,69,42,1992,June,Male,"581 Seventh Drive",30025,779
1273,Mastercard,Credit,21,71,50,1998,April,Male,"966 Sussex Boulevard",24223,762
1274,Mastercard,Debit,49,61,12,1970,April,Female,"824 West Drive",24260,705
1275,Visa,Credit,35,65,30,1984,March,Female,"1496 Rose Street",11395,611
1276,Mastercard,Debit,82,66,-16,1937,June,Female,"7236 South Boulevard",25365,730
1277,Mastercard,Credit,33,65,32,1987,January,Male,"97542 Hillside Lane",25429,692
1278,Mastercard,Debit (Prepaid),19,70,51,2000,September,Male,"1804 Madison Lane",13938,684
1279,Mastercard,Debit,78,65,-13,1941,July,Male,"22 East Avenue",34259,509
1280,Amex,Credit,28,66,38,1991,October,Male,"7933 Plum Lane",16025,641
1281,Visa,Credit,92,61,-31,1927,December,Female,"34 Bayview Drive",14632,689
1282,Visa,Debit,34,66,32,1985,March,Female,"404 Main Lane",20231,695
1283,Amex,Credit,50,65,15,1970,January,Male,"720 Seventh Avenue",31226,591
1284,Mastercard,Debit,50,64,14,1969,September,Female,"8990 Plum Street",19591,765
1285,Visa,Debit,68,53,-15,1951,December,Female,"6723 Maple Street",30622,524
1286,Visa,Debit,53,67,14,1966,October,Female,"456 Lincoln Boulevard",30202,602
1287,Mastercard,Debit,32,67,35,1987,July,Female,"698 11th Lane",15827,545
1288,Mastercard,Debit,41,57,16,1978,July,Female,"14 Valley Drive",18666,634
1289,Mastercard,Debit (Prepaid),33,64,31,1986,November,Male,"27934 11th Street",20995,758
1290,Visa,Credit,53,68,15,1966,June,Male,"6223 Lexington Drive",32580,669
1291,Visa,Credit,43,64,21,1976,November,Male,"582 Essex Street",17101,699
1292,Visa,Debit,20,68,48,1999,April,Male,"176 River Boulevard",14249,774
1293,Mastercard,Debit,32,65,33,1988,January,Female,"219 Federal Street",24217,706
1294,Visa,Debit,39,63,24,1980,July,Female,"2244 Mill Boulevard",28993,730
1295,Visa,Credit,70,70,0,1950,February,Female,"888 Lincoln Street",17474,788
1296,Mastercard,Debit,60,64,4,1959,November,Female,"2468 Spruce Drive",22896,788
1297,Mastercard,Debit,58,67,9,1961,November,Male,"669 Wessex Lane",18817,703
1298,Mastercard,Debit,32,70,38,1987,December,Female,"3535 West Drive",12557,729
1299,Visa,Credit,40,70,30,1979,November,Female,"2578 Park Boulevard",18295,723
1300,Mastercard,Debit,58,66,8,1961,March,Male,"4988 Ocean View Lane",11324,752
1301,Visa,Debit,26,66,40,1993,May,Female,"9530 Washington Street",30335,728
1302,Mastercard,Debit,62,72,10,1958,February,Female,"8323 Catherine Boulevard",14218,694
1303,Visa,Debit,66,69,3,1953,March,Male,"602 First Street",30381,684
1304,Amex,Credit,24,70,46,1995,August,Female,"229 River Avenue",44540,850
1305,Mastercard,Debit,46,73,27,1974,February,Female,"2794 Seventh Drive",19115,784
1306,Visa,Debit,46,58,12,1973,May,Female,"136 Tenth Boulevard",16252,706
1307,Mastercard,Credit,52,61,9,1967,April,Female,"2332 Elm Lane",42685,646
1308,Visa,Credit,36,67,31,1984,February,Female,"28 Lexington Drive",28919,619
1309,Mastercard,Debit,87,64,-23,1932,April,Female,"115 Bayview Lane",37485,531
1310,Visa,Credit,33,69,36,1986,September,Female,"4930 Birch Drive",17498,751
1311,Visa,Credit,27,71,44,1992,November,Male,"79 Sixth Avenue",21219,729
1312,Visa,Debit,31,66,35,1988,April,Female,"5190 Grant Street",25115,765
1313,Mastercard,Debit (Prepaid),35,67,32,1985,January,Male,"9853 Sussex Street",14798,653
1314,Visa,Credit,43,70,27,1976,November,Male,"857 Jefferson Avenue",19325,723
1315,Visa,Debit,57,70,13,1962,August,Female,"759 Madison Drive",15976,753
1316,Discover,Credit,27,65,38,1993,February,Female,"711 Norfolk Drive",16314,693
