"id","card_brand","card_type","current_age","age_range","address","gender","credit_score","labels"
1028,Discover,Credit,50,"41-50","1012 Hill Drive",Male,682,Sedang
1029,Mastercard,Debit,66,"61-70","9218 Martin Luther King Avenue",Male,676,Sedang
1030,Mastercard,Debit,44,"41-50","168 Mill Drive",Male,705,Cukup Baik
1031,Mastercard,Debit,61,"61-70","6762 Second Street",Male,689,Sedang
1032,Mastercard,Debit,62,"61-70","171 Catherine Lane",Female,673,Sedang
1033,Mastercard,Debit,18,"10-20","352 George Street",Female,684,Sedang
1034,Mastercard,Debit,58,"51-60","427 Essex Lane",Female,698,Sedang
1035,Mastercard,Debit,22,"21-30","3132 Lake Avenue",Male,701,Cukup Baik
1036,Mastercard,Debit,19,"10-20","5966 Hill Boulevard",Male,722,Cukup Baik
1037,Mastercard,Debit,38,"31-40","889 Forest Lane",Male,653,Sedang
1038,Visa,Credit,33,"31-40","19 Valley Stream Drive",Female,810,Cukup Baik
1039,Visa,Debit,68,"61-70","29 Federal Boulevard",Male,536,Buruk
1040,Visa,Credit,28,"21-30","207 Washington Lane",Female,689,Sedang
1041,Visa,Credit,48,"41-50","6144 Summit Street",Female,639,Sedang
1042,Visa,Debit,22,"21-30","6179 Eighth Boulevard",Female,766,Cukup Baik
1043,Visa,Credit,21,"21-30","95 Burns Drive",Female,660,Sedang
1044,Visa,Credit,30,"21-30","978 Wessex Avenue",Male,693,Sedang
1045,Visa,Debit,27,"21-30","5222 Valley Stream Avenue",Male,757,Cukup Baik
1046,Visa,Debit,44,"41-50","9414 Summit Boulevard",Male,547,Buruk
1047,Mastercard,Debit (Prepaid),26,"21-30","225 Ocean View Avenue",Male,689,Sedang
1048,Mastercard,Debit,59,"51-60","265 Ocean Drive",Female,779,Cukup Baik
1049,Mastercard,Debit,66,"61-70","289 Ocean View Avenue",Female,850,Cukup Baik
1050,Mastercard,Credit,43,"41-50","41332 Lincoln Avenue",Female,670,Sedang
1051,Mastercard,Debit,32,"31-40","13 Norfolk Avenue",Female,694,Sedang
1052,Mastercard,Debit,61,"61-70","363 Third Drive",Male,655,Sedang
1053,Mastercard,Debit,59,"51-60","756 El Camino Avenue",Male,636,Sedang
1054,Mastercard,Debit,50,"41-50","9190 Sussex Lane",Male,639,Sedang
1055,Mastercard,Debit (Prepaid),37,"31-40","3472 11th Avenue",Male,594,Buruk
1056,Mastercard,Debit,24,"21-30","215 Elm Lane",Female,703,Cukup Baik
1057,Mastercard,Credit,39,"31-40","135 Littlewood Avenue",Female,787,Cukup Baik
1058,Mastercard,Debit,61,"61-70","5363 Tenth Lane",Male,684,Sedang
1059,Mastercard,Debit,50,"41-50","9762 Pine Street",Male,644,Sedang
1060,Visa,Credit,76,"71-80","359 Valley Street",Male,785,Cukup Baik
1061,Visa,Debit,25,"21-30","8931 Norfolk Drive",Male,739,Cukup Baik
1062,Visa,Credit,58,"51-60","55 Fourth Drive",Male,708,Cukup Baik
1063,Visa,Credit,64,"61-70","690 Jefferson Lane",Male,716,Cukup Baik
1064,Visa,Debit,50,"41-50","477 Madison Lane",Female,654,Sedang
1065,Visa,Credit,41,"41-50","6157 Washington Drive",Female,792,Cukup Baik
1066,Visa,Credit,46,"41-50","9846 Second Lane",Female,727,Cukup Baik
1067,Visa,Credit,76,"71-80","343 Lafayette Drive",Male,719,Cukup Baik
1068,Visa,Debit,21,"21-30","3900 Rose Street",Male,730,Cukup Baik
1069,Visa,Credit,54,"51-60","3683 Fifth Street",Male,615,Sedang
1070,Visa,Debit,61,"61-70","841 Wessex Boulevard",Male,745,Cukup Baik
1071,Visa,Credit,26,"21-30","4693 Essex Street",Male,838,Cukup Baik
1072,Visa,Credit,48,"41-50","940 First Drive",Female,648,Sedang
1073,Visa,Debit,43,"41-50","967 First Avenue",Female,770,Cukup Baik
1074,Visa,Credit,62,"61-70","1305 Spruce Boulevard",Female,826,Cukup Baik
1075,Visa,Debit,36,"31-40","5695 Fifth Street",Female,672,Sedang
1076,Visa,Debit,61,"61-70","3987 11th Drive",Female,779,Cukup Baik
1077,Amex,Credit,57,"51-60","886 Plum Boulevard",Female,576,Buruk
1078,Discover,Credit,56,"51-60","291 Seventh Drive",Female,589,Buruk
1079,Mastercard,Debit,65,"61-70","422 Madison Lane",Female,831,Cukup Baik
1080,Mastercard,Debit,56,"51-60","4581 Eighth Boulevard",Female,703,Cukup Baik
1081,Mastercard,Debit,31,"31-40","9633 Mill Lane",Female,617,Sedang
1082,Mastercard,Credit,34,"31-40","316 Valley Stream Avenue",Female,622,Sedang
1083,Mastercard,Debit,44,"41-50","45682 Washington Lane",Female,756,Cukup Baik
1084,Mastercard,Credit,36,"31-40","152 West Drive",Male,775,Cukup Baik
1085,Mastercard,Debit,27,"21-30","563 Jefferson Boulevard",Female,838,Cukup Baik
1086,Mastercard,Debit,57,"51-60","442 Burns Boulevard",Female,698,Sedang
1087,Mastercard,Debit,40,"31-40","613 George Boulevard",Female,722,Cukup Baik
1088,Mastercard,Debit (Prepaid),49,"41-50","8893 Littlewood Lane",Female,765,Cukup Baik
1089,Mastercard,Debit,31,"31-40","2725 Jefferson Drive",Female,729,Cukup Baik
1090,Mastercard,Debit,59,"51-60","102 Burns Boulevard",Female,850,Cukup Baik
1091,Mastercard,Debit,32,"31-40","52292 East Street",Female,656,Sedang
1092,Mastercard,Debit,54,"51-60","703 12th Street",Male,720,Cukup Baik
1093,Mastercard,Debit,18,"10-20","76 Grant Lane",Male,667,Sedang
1094,Mastercard,Debit,34,"31-40","74786 Jefferson Drive",Male,712,Cukup Baik
1095,Visa,Debit,72,"71-80","493 South Street",Male,750,Cukup Baik
1096,Visa,Debit,59,"51-60","1089 Norfolk Avenue",Male,681,Sedang
1097,Visa,Credit,39,"31-40","952 Mountain View Boulevard",Male,732,Cukup Baik
1098,Visa,Debit,50,"41-50","772 Fifth Boulevard",Male,752,Cukup Baik
1099,Visa,Credit,22,"21-30","4932 South Boulevard",Male,763,Cukup Baik
1100,Visa,Debit,61,"61-70","9888 Washington Boulevard",Male,573,Buruk
1101,Amex,Credit,25,"21-30","142 Rose Drive",Female,751,Cukup Baik
1102,Amex,Credit,49,"41-50","836 Bayview Avenue",Female,707,Cukup Baik
1103,Amex,Credit,45,"41-50","31 Jefferson Boulevard",Female,746,Cukup Baik
1104,Discover,Credit,91,"91+","120 Lafayette Boulevard",Male,850,Cukup Baik
1105,Discover,Credit,77,"71-80","766 Mountain View Drive",Male,670,Sedang
1106,Mastercard,Debit (Prepaid),62,"61-70","1563 Summit Boulevard",Female,699,Sedang
1107,Mastercard,Credit,71,"71-80","836 Summit Boulevard",Female,698,Sedang
1108,Mastercard,Credit,19,"10-20","32 First Lane",Male,685,Sedang
1109,Mastercard,Credit,24,"21-30","8245 El Camino Lane",Male,639,Sedang
1110,Mastercard,Debit (Prepaid),21,"21-30","472 Ocean View Street",Female,673,Sedang
1111,Mastercard,Debit,20,"10-20","7132 Rose Avenue",Female,742,Cukup Baik
1112,Mastercard,Debit (Prepaid),34,"31-40","5411 Madison Avenue",Female,760,Cukup Baik
1113,Mastercard,Debit (Prepaid),19,"10-20","700 Madison Lane",Female,738,Cukup Baik
1114,Mastercard,Debit,44,"41-50","9900 Ninth Avenue",Male,685,Sedang
1115,Mastercard,Debit (Prepaid),53,"51-60","94 Jefferson Drive",Male,693,Sedang
1116,Mastercard,Debit (Prepaid),81,"81-90","11 Spruce Avenue",Female,755,Cukup Baik
1117,Mastercard,Debit,49,"41-50","2350 Bayview Street",Female,687,Sedang
1118,Mastercard,Debit,25,"21-30","166 Littlewood Lane",Female,714,Cukup Baik
1119,Mastercard,Debit,23,"21-30","994 Second Lane",Female,763,Cukup Baik
1120,Mastercard,Debit,44,"41-50","4868 Lake Lane",Female,737,Cukup Baik
1121,Mastercard,Debit,44,"41-50","8476 Lincoln Street",Female,796,Cukup Baik
1122,Visa,Credit,33,"31-40","776 Bayview Avenue",Female,785,Cukup Baik
1123,Visa,Credit,44,"41-50","6882 Forest Drive",Male,710,Cukup Baik
1124,Visa,Debit,45,"41-50","8385 Mill Boulevard",Male,841,Cukup Baik
1125,Visa,Debit,25,"21-30","99791 12th Boulevard",Male,689,Sedang
1126,Visa,Debit,18,"10-20","3578 Pine Lane",Male,710,Cukup Baik
1127,Visa,Debit,59,"51-60","60396 Elm Street",Male,720,Cukup Baik
1128,Visa,Debit,47,"41-50","208 Park Avenue",Male,680,Sedang
1129,Visa,Debit,49,"41-50","2379 Forest Lane",Male,686,Sedang
1130,Visa,Credit,50,"41-50","801 Mountain View Street",Female,680,Sedang
1131,Visa,Debit,76,"71-80","2609 Plum Drive",Male,683,Sedang
1132,Visa,Debit,18,"10-20","2668 Lafayette Avenue",Female,694,Sedang
1133,Visa,Debit,30,"21-30","781 Federal Street",Female,684,Sedang
1134,Amex,Credit,18,"10-20","7 11th Drive",Female,568,Buruk
1135,Amex,Credit,89,"81-90","796 West Lane",Female,704,Cukup Baik
1136,Amex,Credit,23,"21-30","1430 Elm Avenue",Male,723,Cukup Baik
1137,Discover,Credit,52,"51-60","8824 Hillside Avenue",Male,669,Sedang
1138,Discover,Credit,51,"51-60","5334 11th Avenue",Female,768,Cukup Baik
1139,Mastercard,Credit,24,"21-30","418 Elm Street",Female,645,Sedang
1140,Mastercard,Debit,44,"41-50","591 South Avenue",Male,703,Cukup Baik
1141,Mastercard,Credit,66,"61-70","35 Essex Drive",Male,777,Cukup Baik
1142,Mastercard,Debit,52,"51-60","544 Main Drive",Male,716,Cukup Baik
1143,Mastercard,Credit,20,"10-20","72 Lexington Avenue",Female,606,Sedang
1144,Mastercard,Debit,57,"51-60","545 Eighth Avenue",Female,773,Cukup Baik
1145,Mastercard,Debit,43,"41-50","7512 South Boulevard",Female,747,Cukup Baik
1146,Mastercard,Debit,22,"21-30","398 Park Boulevard",Female,714,Cukup Baik
1147,Mastercard,Debit,80,"71-80","614 Spruce Avenue",Male,704,Cukup Baik
1148,Mastercard,Debit,54,"51-60","377 Lake Lane",Male,687,Sedang
1149,Mastercard,Debit,25,"21-30","972 Spruce Avenue",Male,661,Sedang
1150,Mastercard,Debit,46,"41-50","5692 Jefferson Boulevard",Male,791,Cukup Baik
1151,Mastercard,Debit,53,"51-60","353 South Boulevard",Male,788,Cukup Baik
1152,Mastercard,Debit,43,"41-50","8061 Spruce Drive",Male,747,Cukup Baik
1153,Mastercard,Debit (Prepaid),63,"61-70","690 Catherine Street",Male,774,Cukup Baik
1154,Visa,Credit,73,"71-80","80773 Essex Avenue",Male,788,Cukup Baik
1155,Visa,Credit,83,"81-90","387 Third Boulevard",Female,689,Sedang
1156,Visa,Debit,56,"51-60","9603 South Lane",Female,752,Cukup Baik
1157,Visa,Debit,33,"31-40","1884 Lake Avenue",Female,812,Cukup Baik
1158,Visa,Debit,62,"61-70","1569 George Boulevard",Male,716,Cukup Baik
1159,Visa,Debit,20,"10-20","5590 Bayview Avenue",Male,732,Cukup Baik
1160,Visa,Debit,27,"21-30","238 Eighth Avenue",Male,688,Sedang
1161,Visa,Debit,23,"21-30","306 First Drive",Male,823,Cukup Baik
1162,Visa,Debit,22,"21-30","8974 West Lane",Female,705,Cukup Baik
1163,Visa,Credit,45,"41-50","2270 Sixth Lane",Male,489,Tidak Baik
1164,Amex,Credit,43,"41-50","9620 Valley Stream Drive",Male,675,Sedang
1165,Discover,Credit,55,"51-60","446 Birch Drive",Female,797,Cukup Baik
1166,Mastercard,Debit,44,"41-50","8659 El Camino Street",Female,682,Sedang
1167,Mastercard,Debit (Prepaid),42,"41-50","606 Spruce Boulevard",Female,769,Cukup Baik
1168,Mastercard,Debit,51,"51-60","207 Ocean View Street",Male,505,Buruk
1169,Mastercard,Debit,51,"51-60","375 Hillside Drive",Female,726,Cukup Baik
1170,Mastercard,Debit,40,"31-40","5191 Grant Drive",Female,694,Sedang
1171,Mastercard,Debit,90,"81-90","73 Summit Street",Male,781,Cukup Baik
1172,Mastercard,Debit (Prepaid),50,"41-50","5154 Sixth Avenue",Male,769,Cukup Baik
1173,Mastercard,Debit,71,"71-80","3095 Hill Boulevard",Male,722,Cukup Baik
1174,Mastercard,Debit,25,"21-30","944 Lexington Boulevard",Male,772,Cukup Baik
1175,Mastercard,Debit,93,"91+","748 Martin Luther King Street",Male,770,Cukup Baik
1176,Mastercard,Credit,39,"31-40","2411 Hillside Lane",Male,527,Buruk
1177,Mastercard,Debit,36,"31-40","1644 Park Avenue",Female,695,Sedang
1178,Mastercard,Debit,59,"51-60","2475 Little Creek Boulevard",Female,693,Sedang
1179,Mastercard,Credit,50,"41-50","312 Burns Boulevard",Female,752,Cukup Baik
1180,Mastercard,Debit,28,"21-30","18 Lake Avenue",Male,595,Buruk
1181,Mastercard,Debit (Prepaid),61,"61-70","747 Rose Drive",Male,810,Cukup Baik
1182,Mastercard,Debit,30,"21-30","7350 Fourth Lane",Male,658,Sedang
1183,Mastercard,Debit,53,"51-60","852 Tenth Boulevard",Male,740,Cukup Baik
1184,Mastercard,Debit,70,"61-70","20382 Park Drive",Male,798,Cukup Baik
1185,Mastercard,Debit,29,"21-30","5493 Catherine Drive",Female,780,Cukup Baik
1186,Mastercard,Debit,46,"41-50","12067 Federal Boulevard",Male,577,Buruk
1187,Mastercard,Debit,55,"51-60","203 Valley Lane",Male,701,Cukup Baik
1188,Mastercard,Debit (Prepaid),24,"21-30","66992 Second Street",Female,626,Sedang
1189,Mastercard,Debit (Prepaid),63,"61-70","412 Spruce Boulevard",Female,693,Sedang
1190,Visa,Credit,49,"41-50","4480 Essex Drive",Female,707,Cukup Baik
1191,Visa,Debit,25,"21-30","299 Oak Boulevard",Female,711,Cukup Baik
1192,Visa,Credit,44,"41-50","1450 Rose Drive",Female,768,Cukup Baik
1193,Visa,Credit,90,"81-90","6245 River Lane",Female,717,Cukup Baik
1194,Visa,Debit,49,"41-50","2248 Third Avenue",Male,782,Cukup Baik
1195,Visa,Credit,75,"71-80","1222 First Drive",Male,801,Tidak Baik
1196,Visa,Debit,60,"51-60","498 Elm Lane",Female,820,Cukup Baik
1197,Visa,Debit,28,"21-30","146 Lafayette Drive",Female,722,Cukup Baik
1198,Visa,Debit,82,"81-90","79 South Boulevard",Male,820,Cukup Baik
1199,Visa,Debit,29,"21-30","704 Eighth Avenue",Male,720,Cukup Baik
1200,Amex,Credit,64,"61-70","106 Littlewood Drive",Male,685,Sedang
1201,Amex,Credit,60,"51-60","175 Valley Drive",Male,715,Cukup Baik
1202,Amex,Credit,63,"61-70","881 Ocean View Street",Female,691,Sedang
1203,Amex,Credit,36,"31-40","5867 East Street",Male,582,Buruk
1204,Discover,Credit,42,"41-50","583 El Camino Boulevard",Male,743,Cukup Baik
1205,Discover,Credit,22,"21-30","152 Sixth Avenue",Male,680,Sedang
1206,Discover,Credit,34,"31-40","862 11th Drive",Female,727,Cukup Baik
1207,Discover,Credit,41,"41-50","8425 East Lane",Male,664,Sedang
1208,Discover,Credit,38,"31-40","9541 Ocean View Drive",Male,526,Buruk
1209,Mastercard,Debit,45,"41-50","95 12th Drive",Female,699,Sedang
1210,Mastercard,Debit,32,"31-40","6415 Sussex Lane",Male,703,Cukup Baik
1211,Mastercard,Debit,66,"61-70","644 South Drive",Female,746,Cukup Baik
1212,Mastercard,Debit,33,"31-40","3904 Martin Luther King Drive",Male,810,Cukup Baik
1213,Mastercard,Debit,34,"31-40","860 George Avenue",Male,795,Cukup Baik
1214,Mastercard,Debit,40,"31-40","83302 Valley Stream Lane",Male,711,Cukup Baik
1215,Mastercard,Credit,53,"51-60","9458 Park Boulevard",Female,751,Cukup Baik
1216,Mastercard,Debit,26,"21-30","9129 Lexington Lane",Female,601,Sedang
1217,Mastercard,Debit,59,"51-60","584 Bayview Street",Female,785,Cukup Baik
1218,Mastercard,Debit,20,"10-20","982 Plum Boulevard",Male,754,Cukup Baik
1219,Mastercard,Debit,28,"21-30","9977 Oak Avenue",Female,688,Sedang
1220,Mastercard,Debit,22,"21-30","655 Mountain View Lane",Female,641,Sedang
1221,Mastercard,Debit,64,"61-70","6606 Jefferson Avenue",Female,850,Cukup Baik
1222,Mastercard,Credit,42,"41-50","1957 Park Lane",Female,600,Buruk
1223,Mastercard,Debit,53,"51-60","822 Ocean Street",Male,717,Cukup Baik
1224,Mastercard,Debit,42,"41-50","763 Lexington Avenue",Male,751,Cukup Baik
1225,Mastercard,Credit,54,"51-60","6831 Valley Boulevard",Male,850,Cukup Baik
1226,Mastercard,Debit,42,"41-50","376 Fourth Drive",Male,714,Cukup Baik
1227,Mastercard,Debit (Prepaid),65,"61-70","727 Eighth Lane",Female,804,Cukup Baik
1228,Mastercard,Debit,54,"51-60","456 Sixth Boulevard",Male,726,Cukup Baik
1229,Mastercard,Debit,50,"41-50","421 Essex Street",Male,713,Cukup Baik
1230,Mastercard,Debit,18,"10-20","66 Birch Lane",Male,754,Cukup Baik
1231,Mastercard,Debit (Prepaid),26,"21-30","613 Little Creek Lane",Female,842,Cukup Baik
1232,Mastercard,Debit,18,"10-20","5504 Spruce Drive",Male,747,Cukup Baik
1233,Mastercard,Debit (Prepaid),35,"31-40","315 Little Creek Lane",Male,697,Sedang
1234,Mastercard,Debit (Prepaid),44,"41-50","7815 Hillside Avenue",Male,749,Cukup Baik
1235,Mastercard,Debit,18,"10-20","283 Rose Lane",Male,813,Cukup Baik
1236,Mastercard,Credit,72,"71-80","521 Main Lane",Female,730,Cukup Baik
1237,Mastercard,Debit,46,"41-50","3276 Maple Street",Female,717,Cukup Baik
1238,Visa,Debit (Prepaid),31,"31-40","95410 Pine Boulevard",Female,721,Cukup Baik
1239,Visa,Debit,34,"31-40","5449 Lexington Drive",Female,811,Cukup Baik
1240,Visa,Debit,56,"51-60","899 Maple Street",Female,693,Sedang
1241,Visa,Credit,40,"31-40","159 Plum Avenue",Female,814,Cukup Baik
1242,Visa,Debit,52,"51-60","549 Tenth Avenue",Female,641,Sedang
1243,Visa,Debit,31,"31-40","9316 Hillside Lane",Female,705,Cukup Baik
1244,Visa,Debit,43,"41-50","580 Fifth Boulevard",Female,637,Sedang
1245,Visa,Credit,54,"51-60","780 Ocean Avenue",Female,802,Cukup Baik
1246,Visa,Debit,49,"41-50","7499 Lake Boulevard",Female,713,Cukup Baik
1247,Visa,Debit,69,"61-70","6466 Ninth Drive",Female,700,Sedang
1248,Visa,Debit,51,"51-60","32299 Federal Street",Female,698,Sedang
1249,Visa,Debit,18,"10-20","24 Lafayette Street",Female,721,Cukup Baik
1250,Visa,Credit,85,"81-90","872 Lake Avenue",Female,746,Cukup Baik
1251,Visa,Credit,29,"21-30","645 Tenth Boulevard",Female,750,Cukup Baik
1252,Visa,Debit,23,"21-30","473 El Camino Street",Female,658,Sedang
1253,Visa,Debit,32,"31-40","1782 South Boulevard",Female,768,Cukup Baik
1254,Visa,Debit,61,"61-70","576 Jefferson Boulevard",Female,747,Cukup Baik
1255,Visa,Debit,24,"21-30","9614 Ocean View Drive",Male,681,Sedang
1256,Visa,Debit,37,"31-40","1723 North Lane",Male,728,Cukup Baik
1257,Visa,Credit,55,"51-60","287 Pine Lane",Male,721,Cukup Baik
1258,Visa,Credit,79,"71-80","265 Little Creek Street",Female,789,Cukup Baik
1259,Visa,Debit (Prepaid),64,"61-70","729 Littlewood Avenue",Female,700,Sedang
1260,Visa,Debit,28,"21-30","1963 Summit Lane",Male,712,Cukup Baik
1261,Visa,Credit,58,"51-60","610 Oak Street",Male,527,Buruk
1262,Visa,Debit,56,"51-60","5814 Ocean Street",Female,717,Cukup Baik
1263,Visa,Credit,56,"51-60","212 Mountain View Lane",Female,600,Buruk
1264,Visa,Credit,32,"31-40","635 East Drive",Female,815,Cukup Baik
1265,Amex,Credit,18,"10-20","72 El Camino Boulevard",Female,748,Cukup Baik
1266,Mastercard,Credit,35,"31-40","239 South Drive",Female,618,Sedang
1267,Mastercard,Debit,81,"81-90","9574 Ocean Drive",Female,630,Sedang
1268,Mastercard,Credit,47,"41-50","857 Catherine Avenue",Male,513,Buruk
1269,Mastercard,Debit,56,"51-60","336 Rose Avenue",Male,676,Sedang
1270,Mastercard,Debit,31,"31-40","8862 Ninth Avenue",Female,685,Sedang
1271,Mastercard,Debit,34,"31-40","539 Maple Drive",Male,642,Sedang
1272,Mastercard,Debit,27,"21-30","581 Seventh Drive",Male,779,Cukup Baik
1273,Mastercard,Credit,21,"21-30","966 Sussex Boulevard",Male,762,Cukup Baik
1274,Mastercard,Debit,49,"41-50","824 West Drive",Female,705,Cukup Baik
1275,Mastercard,Debit,35,"31-40","1496 Rose Street",Female,611,Sedang
1276,Mastercard,Debit,82,"81-90","7236 South Boulevard",Female,730,Cukup Baik
1277,Mastercard,Credit,33,"31-40","97542 Hillside Lane",Male,692,Sedang
1278,Visa,Debit,19,"10-20","1804 Madison Lane",Male,684,Sedang
1279,Visa,Debit,78,"71-80","22 East Avenue",Male,509,Buruk
1280,Visa,Credit,28,"21-30","7933 Plum Lane",Male,641,Sedang
1281,Visa,Debit (Prepaid),92,"91+","34 Bayview Drive",Female,689,Sedang
1282,Visa,Credit,34,"31-40","404 Main Lane",Female,695,Sedang
1283,Visa,Debit (Prepaid),50,"41-50","720 Seventh Avenue",Male,591,Buruk
1284,Visa,Debit,50,"41-50","8990 Plum Street",Female,765,Cukup Baik
1285,Visa,Debit,68,"61-70","6723 Maple Street",Female,524,Buruk
1286,Visa,Credit,53,"51-60","456 Lincoln Boulevard",Female,602,Sedang
1287,Visa,Credit,32,"31-40","698 11th Lane",Female,545,Buruk
1288,Visa,Debit,41,"41-50","14 Valley Drive",Female,634,Sedang
1289,Visa,Debit (Prepaid),33,"31-40","27934 11th Street",Male,758,Cukup Baik
1290,Visa,Debit,53,"51-60","6223 Lexington Drive",Male,669,Sedang
1291,Visa,Debit,43,"41-50","582 Essex Street",Male,699,Sedang
1292,Visa,Debit,20,"10-20","176 River Boulevard",Male,774,Cukup Baik
1293,Visa,Credit,32,"31-40","219 Federal Street",Female,706,Cukup Baik
1294,Visa,Debit,39,"31-40","2244 Mill Boulevard",Female,730,Cukup Baik
1295,Visa,Credit,70,"61-70","888 Lincoln Street",Female,788,Cukup Baik
1296,Amex,Credit,60,"51-60","2468 Spruce Drive",Female,788,Cukup Baik
1297,Amex,Credit,58,"51-60","669 Wessex Lane",Male,703,Cukup Baik
1298,Mastercard,Debit,32,"31-40","3535 West Drive",Female,729,Cukup Baik
1299,Mastercard,Debit,40,"31-40","2578 Park Boulevard",Female,723,Cukup Baik
1300,Mastercard,Credit,58,"51-60","4988 Ocean View Lane",Male,752,Cukup Baik
1301,Mastercard,Debit,26,"21-30","9530 Washington Street",Female,728,Cukup Baik
1302,Mastercard,Debit,62,"61-70","8323 Catherine Boulevard",Female,694,Sedang
1303,Mastercard,Credit,66,"61-70","602 First Street",Male,684,Sedang
1304,Mastercard,Debit,24,"21-30","229 River Avenue",Female,850,Cukup Baik
1305,Mastercard,Credit,46,"41-50","2794 Seventh Drive",Female,784,Cukup Baik
1306,Visa,Credit,46,"41-50","136 Tenth Boulevard",Female,706,Cukup Baik
1307,Visa,Debit,52,"51-60","2332 Elm Lane",Female,646,Sedang
1308,Visa,Debit,36,"31-40","28 Lexington Drive",Female,619,Sedang
1309,Visa,Credit,87,"81-90","115 Bayview Lane",Female,531,Buruk
1310,Visa,Credit,33,"31-40","4930 Birch Drive",Female,751,Cukup Baik
1311,Visa,Credit,27,"21-30","79 Sixth Avenue",Male,729,Cukup Baik
1312,Mastercard,Debit,31,"31-40","5190 Grant Street",Female,765,Cukup Baik
1313,Mastercard,Debit,35,"31-40","9853 Sussex Street",Male,653,Sedang
1314,Mastercard,Debit,43,"41-50","857 Jefferson Avenue",Male,723,Cukup Baik
1315,Mastercard,Credit,57,"51-60","759 Madison Drive",Female,753,Cukup Baik
1316,Mastercard,Debit,27,"21-30","711 Norfolk Drive",Female,693,Sedang
1317,Mastercard,Debit,41,"41-50","26 Valley Stream Drive",Female,749,Cukup Baik
1318,Mastercard,Credit,18,"10-20","521 Mountain View Lane",Female,778,Cukup Baik
1319,Mastercard,Debit,19,"10-20","671 George Drive",Female,546,Buruk
1320,Mastercard,Debit,28,"21-30","5225 Bayview Street",Female,604,Sedang
1321,Mastercard,Debit,49,"41-50","981 Fifth Boulevard",Female,696,Sedang
1322,Mastercard,Debit,35,"31-40","775 Essex Lane",Female,636,Sedang
1323,Mastercard,Credit,36,"31-40","28 Second Boulevard",Female,719,Cukup Baik
1324,Mastercard,Debit,45,"41-50","535 Hill Boulevard",Female,663,Sedang
1325,Mastercard,Debit,23,"21-30","459 East Avenue",Female,745,Cukup Baik
1326,Mastercard,Debit,52,"51-60","292 Maple Drive",Female,731,Cukup Baik
1327,Visa,Debit,20,"10-20","3183 Burns Boulevard",Female,688,Sedang
1328,Visa,Credit,28,"21-30","441 Rose Lane",Female,600,Buruk
1329,Visa,Debit,24,"21-30","6768 Federal Avenue",Female,720,Cukup Baik
1330,Visa,Credit,65,"61-70","35187 West Lane",Female,575,Buruk
1331,Visa,Credit,49,"41-50","6661 Mill Lane",Female,718,Cukup Baik
1332,Visa,Debit,63,"61-70","547 West Drive",Male,712,Cukup Baik
1333,Visa,Debit,18,"10-20","38 Valley Stream Street",Male,741,Cukup Baik
1334,Amex,Credit,38,"31-40","17 Tenth Avenue",Female,718,Cukup Baik
1335,Amex,Credit,51,"51-60","29693 Bayview Drive",Female,836,Cukup Baik
1336,Mastercard,Debit,18,"10-20","243 Forest Lane",Female,673,Sedang
1337,Mastercard,Debit,26,"21-30","9249 Third Lane",Male,800,Cukup Baik
1338,Mastercard,Debit,33,"31-40","12 12th Avenue",Male,765,Cukup Baik
1339,Mastercard,Debit,25,"21-30","9181 Elm Avenue",Male,773,Cukup Baik
1340,Mastercard,Debit,53,"51-60","815 Hillside Drive",Male,691,Sedang
1341,Mastercard,Debit,87,"81-90","4713 First Boulevard",Male,686,Sedang
1342,Mastercard,Debit,27,"21-30","883 Federal Street",Female,717,Cukup Baik
1343,Mastercard,Debit,22,"21-30","777 Valley Stream Lane",Female,575,Buruk
1344,Mastercard,Debit,61,"61-70","186 Forest Avenue",Male,736,Cukup Baik
1345,Mastercard,Debit,83,"81-90","7978 Main Lane",Female,804,Cukup Baik
1346,Mastercard,Credit,53,"51-60","696 Oak Boulevard",Female,655,Sedang
1347,Mastercard,Debit,64,"61-70","893 Littlewood Lane",Female,590,Buruk
1348,Visa,Credit,83,"81-90","873 Summit Street",Male,667,Sedang
1349,Visa,Credit,48,"41-50","716 Lake Avenue",Female,799,Cukup Baik
1350,Amex,Credit,22,"21-30","637 Main Avenue",Female,651,Sedang
1351,Amex,Credit,18,"10-20","892 Third Boulevard",Female,808,Cukup Baik
1352,Mastercard,Debit,65,"61-70","8437 Sixth Street",Female,672,Sedang
1353,Mastercard,Credit,50,"41-50","655 Federal Avenue",Female,816,Cukup Baik
1354,Mastercard,Debit,34,"31-40","7401 Seventh Street",Male,692,Sedang
1355,Mastercard,Credit,54,"51-60","41 Grant Drive",Male,536,Buruk
1356,Mastercard,Debit,84,"81-90","9 Lafayette Lane",Male,733,Cukup Baik
1357,Mastercard,Credit,75,"71-80","402 Birch Boulevard",Female,812,Cukup Baik
1358,Mastercard,Debit,69,"61-70","128 Main Street",Female,768,Cukup Baik
1359,Visa,Debit,35,"31-40","316 Lexington Boulevard",Female,691,Sedang
1360,Visa,Credit,41,"41-50","4693 Elm Lane",Male,672,Sedang
1361,Visa,Debit,67,"61-70","9385 Lincoln Drive",Male,638,Sedang
1362,Amex,Credit,58,"51-60","3385 Hill Lane",Male,727,Cukup Baik
1363,Discover,Credit,18,"10-20","62715 Sixth Avenue",Male,690,Sedang
1364,Mastercard,Debit,47,"41-50","37845 Main Street",Male,750,Cukup Baik
